"step_number","title","type","duration","duration_secs","week_label","week_datetime","week_date","week_heading","step_url","step_content"
"3.14","Zipf's law","Video","03:43",223,"Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54231","[<div class=""video-options"">
                  <div class=""video-options__transcript"">
                    <a href=""#transcript-en"">View transcript</a>
                  </div>
                  <div class=""video-options__video"">
                  </div>
                </div>
                ]"
"3.15","Zipf's law and the distribution of cities","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/43138","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Zipf's law and the distribution of cities
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/43138/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">39 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.16","Benford's law","Video","04:37",277,"Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54232","[<div class=""video-options"">
                  <div class=""video-options__transcript"">
                    <a href=""#transcript-en"">View transcript</a>
                  </div>
                  <div class=""video-options__video"">
                  </div>
                </div>
                ]"
"3.17","Areas under a hyperbola and the function ln x","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/43141","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Areas under a hyperbola and the function ln x
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/43141/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">42 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.18","Benford's law","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/43139","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Benford's law
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/43139/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">34 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.19","Zipf's law","Quiz","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54049","[]"
"3.20","Rational functions and Mobius transformations","Video","08:15",495,"Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54233","[<div class=""video-options"">
                  <div class=""video-options__transcript"">
                    <a href=""#transcript-en"">View transcript</a>
                  </div>
                  <div class=""video-options__video"">
                  </div>
                </div>
                ]"
"3.21","Translating hyperbolas rationally","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/46221","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Translating hyperbolas rationally
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/46221/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">48 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.22","Composing functions","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/46223","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Composing functions
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/46223/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">52 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.23","Mobius composition and matrices","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/46224","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Mobius composition and matrices
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/46224/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">31 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.24","Composing Fibonacci's rabbits","Article","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/56354","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Composing Fibonacci's rabbits
                    <div class=""comments_link comments-link-heading""><a class=""link-to-comments"" aria-controls=""fl-comments-container"" href=""/courses/maths-linear-quadratic/1/steps/56354/comments#fl-comments""><div class=""a-loader"">
                      <span class=""a-loader__ball a-loader__ball--1""/>
                      <span class=""a-loader__ball a-loader__ball--2""/>
                      <span class=""a-loader__ball a-loader__ball--3""/>
                    </div>
                    <i class=""icon"" data-icon=""!"" aria-hidden=""true""/>
                    <span class=""comment-link-content"">
                      <span class=""is-visually-hidden"">View</span>
                      <span class=""comment_link_title"">55 comments</span>
                    </span>
                    </a>
                    <div class=""notch""/>
                    </div>
                  </h1>
                </div>
                ]"
"3.25","Rational functions and Mobius transformations","Quiz","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/56355","[]"
"3.26","Inverse relations summary","Discussion","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54045","[<div class=""a-step-title"">
                  <h1 class=""a-article-h1 title"">
                    Inverse relations summary
                    
                  </h1>
                </div>
                ]"
"3.27","Inverse relations","Test","","","Week 3","2015-10-26","26 Oct","Week 3: Inverse relations, hyperbolas and Zipf's law","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54044","[]"
"4.1","Power laws, polynomials and why big animals live longer","Video","01:58",118,"Week 4","2015-11-02","2 Nov","Week 4: Power laws, polynomials, and why big animals live longer","https://www.futurelearn.com/courses/maths-linear-quadratic/1/steps/54234","[<div class=""video-options"">
                  <div class=""video-options__transcript"">
                    <a href=""#transcript-en"">View transcript</a>
                  </div>
                  <div class=""video-options__video"">
                  </div>
                </div>
                ]"
